,macro,iteration,value,n,n_cumsum,cost_cumsum
105,6,3,1.9247267246246338,5.0,15.0,11.499999046325684
106,6,4,1.9398515224456787,5.0,20.0,14.999999046325684
107,6,5,1.9546637535095215,5.0,25.0,18.499998092651367
108,6,6,1.9530094861984253,5.0,30.0,21.999998092651367
109,6,7,1.8663668632507324,5.0,35.0,25.499998092651367
110,6,8,1.8871116638183594,5.0,40.0,28.999998092651367
111,6,9,1.9170118570327759,5.0,45.0,32.499996185302734
112,6,10,1.883413553237915,5.0,50.0,35.999996185302734
113,6,11,1.8629374504089355,5.0,55.0,39.499996185302734
114,6,12,1.8740612268447876,5.0,60.0,42.999996185302734
115,6,13,1.866623878479004,5.0,65.0,46.499996185302734
116,6,14,1.8876032829284668,5.0,70.0,49.999996185302734
117,6,15,1.88412344455719,5.0,75.0,53.499996185302734
118,6,16,1.8789005279541016,5.0,80.0,56.999996185302734
119,7,0,1.9460334777832031,0.0,0.0,0.0
120,7,1,1.9522689580917358,5.0,5.0,4.5
121,7,2,1.9540388584136963,5.0,10.0,7.999999523162842
122,7,3,1.949864149093628,5.0,15.0,11.499999046325684
123,7,4,1.9440300464630127,5.0,20.0,14.999999046325684
124,7,5,1.9494798183441162,5.0,25.0,18.499998092651367
125,7,6,1.9543101787567139,5.0,30.0,21.999998092651367
126,7,7,1.9549381732940674,5.0,35.0,25.499998092651367
127,7,8,1.9548249244689941,5.0,40.0,28.999998092651367
128,7,9,1.9495577812194824,5.0,45.0,32.499996185302734
129,7,10,1.9503024816513062,5.0,50.0,35.999996185302734
130,7,11,1.9463427066802979,5.0,55.0,39.499996185302734
131,7,12,1.9485538005828857,5.0,60.0,42.999996185302734
132,7,13,1.954909324645996,5.0,65.0,46.499996185302734
133,7,14,1.9544575214385986,5.0,70.0,49.999996185302734
134,7,15,1.9544322490692139,5.0,75.0,53.499996185302734
135,7,16,1.9539573192596436,5.0,80.0,56.999996185302734
136,8,0,1.9549845457077026,0.0,0.0,0.0
137,8,1,1.9359605312347412,5.0,5.0,4.5
138,8,2,1.9141676425933838,5.0,10.0,7.999999523162842
139,8,3,1.8551479578018188,5.0,15.0,11.499999046325684
140,8,4,1.8206117153167725,5.0,20.0,14.999999046325684
141,8,5,1.9212919473648071,5.0,25.0,18.499998092651367
142,8,6,1.8759617805480957,5.0,30.0,21.999998092651367
143,8,7,1.8994264602661133,5.0,35.0,25.499998092651367
144,8,8,1.8336079120635986,5.0,40.0,28.999998092651367
145,8,9,1.846179723739624,5.0,45.0,32.499996185302734
146,8,10,1.8325862884521484,5.0,50.0,35.999996185302734
147,8,11,1.8340301513671875,5.0,55.0,39.499996185302734
148,8,12,1.831970453262329,5.0,60.0,42.999996185302734
149,8,13,1.8301231861114502,5.0,65.0,46.499996185302734
150,8,14,1.8626818656921387,5.0,70.0,49.999996185302734
151,8,15,1.854762315750122,5.0,75.0,53.499996185302734
152,8,16,1.878965973854065,5.0,80.0,56.999996185302734
153,9,0,1.9359748363494873,0.0,0.0,0.0
154,9,1,1.9493157863616943,5.0,5.0,4.5
155,9,2,1.9422376155853271,5.0,10.0,7.999999523162842
156,9,3,1.9540417194366455,5.0,15.0,11.499999046325684
157,9,4,1.9490132331848145,5.0,20.0,14.999999046325684
158,9,5,1.9462202787399292,5.0,25.0,18.499998092651367
159,9,6,1.9419918060302734,5.0,30.0,21.999998092651367
160,9,7,1.938746690750122,5.0,35.0,25.499998092651367
161,9,8,1.9419190883636475,5.0,40.0,28.999998092651367
162,9,9,1.9245455265045166,5.0,45.0,32.499996185302734
163,9,10,1.9308018684387207,5.0,50.0,35.999996185302734
164,9,11,1.9389910697937012,5.0,55.0,39.499996185302734
165,9,12,1.9220579862594604,5.0,60.0,42.999996185302734
166,9,13,1.9230070114135742,5.0,65.0,46.499996185302734
167,9,14,1.9354157447814941,5.0,70.0,49.999996185302734
168,9,15,1.952683448791504,5.0,75.0,53.499996185302734
169,9,16,1.9544177055358887,5.0,80.0,56.999996185302734
170,10,0,1.685539960861206,0.0,0.0,0.0
171,10,1,1.7847059965133667,5.0,5.0,4.5
172,10,2,1.876277208328247,5.0,10.0,7.999999523162842
173,10,3,1.9054780006408691,5.0,15.0,11.499999046325684
174,10,4,1.9016785621643066,5.0,20.0,14.999999046325684
175,10,5,1.954363226890564,5.0,25.0,18.499998092651367
176,10,6,1.9505088329315186,5.0,30.0,21.999998092651367
177,10,7,1.9511879682540894,5.0,35.0,25.499998092651367
178,10,8,1.9446377754211426,5.0,40.0,28.999998092651367
179,10,9,1.9548603296279907,5.0,45.0,32.499996185302734
180,10,10,1.948214054107666,5.0,50.0,35.999996185302734
181,10,11,1.9479786157608032,5.0,55.0,39.499996185302734
182,10,12,1.9454472064971924,5.0,60.0,42.999996185302734
183,10,13,1.9536497592926025,5.0,65.0,46.499996185302734
184,10,14,1.9535555839538574,5.0,70.0,49.999996185302734
185,10,15,1.9550092220306396,5.0,75.0,53.499996185302734
186,10,16,1.9550107717514038,5.0,80.0,56.999996185302734
187,11,0,1.8674194812774658,0.0,0.0,0.0
188,11,1,1.9364274740219116,5.0,5.0,4.5
189,11,2,1.9550037384033203,5.0,10.0,7.999999523162842
190,11,3,1.9490163326263428,5.0,15.0,11.499999046325684
191,11,4,1.946403980255127,5.0,20.0,14.999999046325684
192,11,5,1.95169997215271,5.0,25.0,18.499998092651367
193,11,6,1.9476325511932373,5.0,30.0,21.999998092651367
194,11,7,1.9457406997680664,5.0,35.0,25.499998092651367
195,11,8,1.9451243877410889,5.0,40.0,28.999998092651367
196,11,9,1.9391469955444336,5.0,45.0,32.499996185302734
197,11,10,1.9378516674041748,5.0,50.0,35.999996185302734
198,11,11,1.9296398162841797,5.0,55.0,39.499996185302734
199,11,12,1.9212934970855713,5.0,60.0,42.999996185302734
200,11,13,1.923353672027588,5.0,65.0,46.499996185302734
201,11,14,1.9339046478271484,5.0,70.0,49.999996185302734
202,11,15,1.926230788230896,5.0,75.0,53.499996185302734
203,11,16,1.9186029434204102,5.0,80.0,56.999996185302734
204,12,0,1.881591558456421,0.0,0.0,0.0
205,12,1,1.7436978816986084,5.0,5.0,4.5
206,12,2,1.7859971523284912,5.0,10.0,7.999999523162842
207,12,3,1.8693504333496094,5.0,15.0,11.499999046325684
208,12,4,1.8816654682159424,5.0,20.0,14.999999046325684
209,12,5,1.9382853507995605,5.0,25.0,18.499998092651367
210,12,6,1.9499523639678955,5.0,30.0,21.999998092651367
211,12,7,1.9516241550445557,5.0,35.0,25.499998092651367
212,12,8,1.9534680843353271,5.0,40.0,28.999998092651367
213,12,9,1.9503953456878662,5.0,45.0,32.499996185302734
214,12,10,1.9482860565185547,5.0,50.0,35.999996185302734
215,12,11,1.9504897594451904,5.0,55.0,39.499996185302734
216,12,12,1.9507410526275635,5.0,60.0,42.999996185302734
217,12,13,1.9510232210159302,5.0,65.0,46.499996185302734
218,12,14,1.9309284687042236,5.0,70.0,49.999996185302734
219,12,15,1.9454339742660522,5.0,75.0,53.499996185302734
220,12,16,1.9502992630004883,5.0,80.0,56.999996185302734
221,13,0,1.670870065689087,0.0,0.0,0.0
222,13,1,1.6116682291030884,5.0,5.0,4.5
223,13,2,1.866207480430603,5.0,10.0,7.999999523162842
224,13,3,1.9503329992294312,5.0,15.0,11.499999046325684
225,13,4,1.9529356956481934,5.0,20.0,14.999999046325684
226,13,5,1.9493200778961182,5.0,25.0,18.499998092651367
227,13,6,1.9444990158081055,5.0,30.0,21.999998092651367
228,13,7,1.9428631067276,5.0,35.0,25.499998092651367
229,13,8,1.9481167793273926,5.0,40.0,28.999998092651367
230,13,9,1.9454116821289062,5.0,45.0,32.499996185302734
231,13,10,1.9542677402496338,5.0,50.0,35.999996185302734
232,13,11,1.9550162553787231,5.0,55.0,39.499996185302734
233,13,12,1.9549281597137451,5.0,60.0,42.999996185302734
234,13,13,1.9544901847839355,5.0,65.0,46.499996185302734
235,13,14,1.9547860622406006,5.0,70.0,49.999996185302734
236,13,15,1.955016016960144,5.0,75.0,53.499996185302734
237,13,16,1.9548965692520142,5.0,80.0,56.999996185302734
238,14,0,1.8782353401184082,0.0,0.0,0.0
239,14,1,1.8816218376159668,5.0,5.0,4.5
240,14,2,1.787784218788147,5.0,10.0,7.999999523162842
241,14,3,1.7250902652740479,5.0,15.0,11.499999046325684
242,14,4,1.8499724864959717,5.0,20.0,14.999999046325684
243,14,5,1.8994166851043701,5.0,25.0,18.499998092651367
244,14,6,1.9362740516662598,5.0,30.0,21.999998092651367
245,14,7,1.953261375427246,5.0,35.0,25.499998092651367
246,14,8,1.941419005393982,5.0,40.0,28.999998092651367
247,14,9,1.953883171081543,5.0,45.0,32.499996185302734
248,14,10,1.9499483108520508,5.0,50.0,35.999996185302734
249,14,11,1.9469265937805176,5.0,55.0,39.499996185302734
250,14,12,1.9549212455749512,5.0,60.0,42.999996185302734
251,14,13,1.9538049697875977,5.0,65.0,46.499996185302734
252,14,14,1.9532604217529297,5.0,70.0,49.999996185302734
253,14,15,1.9529119729995728,5.0,75.0,53.499996185302734
254,14,16,1.9540371894836426,5.0,80.0,56.999996185302734
255,15,0,1.955000400543213,0.0,0.0,0.0
256,15,1,1.9475908279418945,5.0,5.0,4.5
257,15,2,1.9495837688446045,5.0,10.0,7.999999523162842
258,15,3,1.849454402923584,5.0,15.0,11.499999046325684
259,15,4,1.8527371883392334,5.0,20.0,14.999999046325684
260,15,5,1.8736047744750977,5.0,25.0,18.499998092651367
261,15,6,1.9094455242156982,5.0,30.0,21.999998092651367
262,15,7,1.902980089187622,5.0,35.0,25.499998092651367
263,15,8,1.9410008192062378,5.0,40.0,28.999998092651367
264,15,9,1.942290186882019,5.0,45.0,32.499996185302734
265,15,10,1.954655647277832,5.0,50.0,35.999996185302734
266,15,11,1.9538142681121826,5.0,55.0,39.499996185302734
267,15,12,1.9508936405181885,5.0,60.0,42.999996185302734
268,15,13,1.954751968383789,5.0,65.0,46.499996185302734
269,15,14,1.9510873556137085,5.0,70.0,49.999996185302734
270,15,15,1.95449960231781,5.0,75.0,53.499996185302734
271,15,16,1.9550044536590576,5.0,80.0,56.999996185302734
272,16,0,1.8147482872009277,0.0,0.0,0.0
273,16,1,1.7947983741760254,5.0,5.0,4.5
274,16,2,1.497718334197998,5.0,10.0,7.999999523162842
275,16,3,1.5821536779403687,5.0,15.0,11.499999046325684
276,16,4,1.5477879047393799,5.0,20.0,14.999999046325684
277,16,5,1.6244200468063354,5.0,25.0,18.499998092651367
278,16,6,1.7739958763122559,5.0,30.0,21.999998092651367
279,16,7,1.7535088062286377,5.0,35.0,25.499998092651367
280,16,8,1.7314670085906982,5.0,40.0,28.999998092651367
281,16,9,1.7324148416519165,5.0,45.0,32.499996185302734
282,16,10,1.7147326469421387,5.0,50.0,35.999996185302734
283,16,11,1.7632497549057007,5.0,55.0,39.499996185302734
284,16,12,1.7563682794570923,5.0,60.0,42.999996185302734
285,16,13,1.792637586593628,5.0,65.0,46.499996185302734
286,16,14,1.7882249355316162,5.0,70.0,49.999996185302734
287,16,15,1.8893768787384033,5.0,75.0,53.499996185302734
288,16,16,1.9328281879425049,5.0,80.0,56.999996185302734
289,17,0,1.8458776473999023,0.0,0.0,0.0
290,17,1,1.8849995136260986,5.0,5.0,4.5
291,17,2,1.936523199081421,5.0,10.0,7.999999523162842
292,17,3,1.938942790031433,5.0,15.0,11.499999046325684
293,17,4,1.915698528289795,5.0,20.0,14.999999046325684
294,17,5,1.9483251571655273,5.0,25.0,18.499998092651367
295,17,6,1.9208431243896484,5.0,30.0,21.999998092651367
296,17,7,1.9315402507781982,5.0,35.0,25.499998092651367
297,17,8,1.9366133213043213,5.0,40.0,28.999998092651367
298,17,9,1.9335601329803467,5.0,45.0,32.499996185302734
299,17,10,1.9372966289520264,5.0,50.0,35.999996185302734
300,17,11,1.947695255279541,5.0,55.0,39.499996185302734
301,17,12,1.9386916160583496,5.0,60.0,42.999996185302734
302,17,13,1.9457182884216309,5.0,65.0,46.499996185302734
303,17,14,1.9125471115112305,5.0,70.0,49.999996185302734
304,17,15,1.9224247932434082,5.0,75.0,53.499996185302734
305,17,16,1.9411389827728271,5.0,80.0,56.999996185302734
306,18,0,1.9544198513031006,0.0,0.0,0.0
307,18,1,1.9395784139633179,5.0,5.0,4.5
308,18,2,1.955008864402771,5.0,10.0,7.999999523162842
309,18,3,1.923459529876709,5.0,15.0,11.499999046325684
310,18,4,1.9463374614715576,5.0,20.0,14.999999046325684
311,18,5,1.9429795742034912,5.0,25.0,18.499998092651367
312,18,6,1.941713571548462,5.0,30.0,21.999998092651367
313,18,7,1.9438564777374268,5.0,35.0,25.499998092651367
314,18,8,1.940460443496704,5.0,40.0,28.999998092651367
315,18,9,1.9405972957611084,5.0,45.0,32.499996185302734
316,18,10,1.9370856285095215,5.0,50.0,35.999996185302734
317,18,11,1.9221150875091553,5.0,55.0,39.499996185302734
318,18,12,1.9363893270492554,5.0,60.0,42.999996185302734
319,18,13,1.930640459060669,5.0,65.0,46.499996185302734
320,18,14,1.9326977729797363,5.0,70.0,49.999996185302734
321,18,15,1.9034531116485596,5.0,75.0,53.499996185302734
322,18,16,1.902402400970459,5.0,80.0,56.999996185302734
323,19,0,1.8508195877075195,0.0,0.0,0.0
324,19,1,1.7267308235168457,5.0,5.0,4.5
325,19,2,1.8694040775299072,5.0,10.0,7.999999523162842
326,19,3,1.8676331043243408,5.0,15.0,11.499999046325684
327,19,4,1.9548351764678955,5.0,20.0,14.999999046325684
328,19,5,1.9531406164169312,5.0,25.0,18.499998092651367
329,19,6,1.95376455783844,5.0,30.0,21.999998092651367
330,19,7,1.9510167837142944,5.0,35.0,25.499998092651367
331,19,8,1.9500583410263062,5.0,40.0,28.999998092651367
332,19,9,1.9541925191879272,5.0,45.0,32.499996185302734
333,19,10,1.9545578956604004,5.0,50.0,35.999996185302734
334,19,11,1.9469866752624512,5.0,55.0,39.499996185302734
335,19,12,1.9542961120605469,5.0,60.0,42.999996185302734
336,19,13,1.9546258449554443,5.0,65.0,46.499996185302734
337,19,14,1.9550161361694336,5.0,70.0,49.999996185302734
338,19,15,1.9546059370040894,5.0,75.0,53.499996185302734
339,19,16,1.954554796218872,5.0,80.0,56.999996185302734
340,20,0,1.8952209949493408,0.0,0.0,0.0
341,20,1,1.9288840293884277,5.0,5.0,4.5
342,20,2,1.9549551010131836,5.0,10.0,7.999999523162842
343,20,3,1.9519271850585938,5.0,15.0,11.499999046325684
344,20,4,1.9493331909179688,5.0,20.0,14.999999046325684
345,20,5,1.9487146139144897,5.0,25.0,18.499998092651367
346,20,6,1.9521676301956177,5.0,30.0,21.999998092651367
347,20,7,1.9505641460418701,5.0,35.0,25.499998092651367
348,20,8,1.9518752098083496,5.0,40.0,28.999998092651367
349,20,9,1.9497482776641846,5.0,45.0,32.499996185302734
350,20,10,1.9545750617980957,5.0,50.0,35.999996185302734
351,20,11,1.9537599086761475,5.0,55.0,39.499996185302734
352,20,12,1.9510680437088013,5.0,60.0,42.999996185302734
353,20,13,1.949643850326538,5.0,65.0,46.499996185302734
354,20,14,1.9470716714859009,5.0,70.0,49.999996185302734
355,20,15,1.9456186294555664,5.0,75.0,53.499996185302734
356,20,16,1.9466086626052856,5.0,80.0,56.999996185302734
357,21,0,1.893255352973938,0.0,0.0,0.0
358,21,1,1.8561482429504395,5.0,5.0,4.5
359,21,2,1.8246822357177734,5.0,10.0,7.999999523162842
360,21,3,1.850501298904419,5.0,15.0,11.499999046325684
361,21,4,1.8623298406600952,5.0,20.0,14.999999046325684
362,21,5,1.895132303237915,5.0,25.0,18.499998092651367
363,21,6,1.8995046615600586,5.0,30.0,21.999998092651367
364,21,7,1.9122626781463623,5.0,35.0,25.499998092651367
365,21,8,1.9127442836761475,5.0,40.0,28.999998092651367
366,21,9,1.9311785697937012,5.0,45.0,32.499996185302734
367,21,10,1.9281092882156372,5.0,50.0,35.999996185302734
368,21,11,1.928458571434021,5.0,55.0,39.499996185302734
369,21,12,1.9293115139007568,5.0,60.0,42.999996185302734
370,21,13,1.9326804876327515,5.0,65.0,46.499996185302734
371,21,14,1.9505388736724854,5.0,70.0,49.999996185302734
372,21,15,1.9249238967895508,5.0,75.0,53.499996185302734
373,21,16,1.9356715679168701,5.0,80.0,56.999996185302734
374,22,0,1.746858835220337,0.0,0.0,0.0
375,22,1,1.6056632995605469,5.0,5.0,4.5
376,22,2,1.9206633567810059,5.0,10.0,7.999999523162842
377,22,3,1.9545193910598755,5.0,15.0,11.499999046325684
378,22,4,1.9494080543518066,5.0,20.0,14.999999046325684
379,22,5,1.951405644416809,5.0,25.0,18.499998092651367
380,22,6,1.9527685642242432,5.0,30.0,21.999998092651367
381,22,7,1.9544516801834106,5.0,35.0,25.499998092651367
382,22,8,1.9542816877365112,5.0,40.0,28.999998092651367
383,22,9,1.9549593925476074,5.0,45.0,32.499996185302734
384,22,10,1.9548490047454834,5.0,50.0,35.999996185302734
385,22,11,1.9530162811279297,5.0,55.0,39.499996185302734
386,22,12,1.9549118280410767,5.0,60.0,42.999996185302734
387,22,13,1.9546599388122559,5.0,65.0,46.499996185302734
388,22,14,1.9270458221435547,5.0,70.0,49.999996185302734
389,22,15,1.942358136177063,5.0,75.0,53.499996185302734
390,22,16,1.9427907466888428,5.0,80.0,56.999996185302734
391,23,0,1.9522099494934082,0.0,0.0,0.0
392,23,1,1.9418365955352783,5.0,5.0,4.5
393,23,2,1.9513272047042847,5.0,10.0,7.999999523162842
394,23,3,1.9531300067901611,5.0,15.0,11.499999046325684
395,23,4,1.9518775939941406,5.0,20.0,14.999999046325684
396,23,5,1.9539117813110352,5.0,25.0,18.499998092651367
397,23,6,1.952487826347351,5.0,30.0,21.999998092651367
398,23,7,1.9536042213439941,5.0,35.0,25.499998092651367
399,23,8,1.9510185718536377,5.0,40.0,28.999998092651367
400,23,9,1.951329231262207,5.0,45.0,32.499996185302734
401,23,10,1.9521417617797852,5.0,50.0,35.999996185302734
402,23,11,1.9514316320419312,5.0,55.0,39.499996185302734
403,23,12,1.9512507915496826,5.0,60.0,42.999996185302734
404,23,13,1.9519764184951782,5.0,65.0,46.499996185302734
405,23,14,1.9517607688903809,5.0,70.0,49.999996185302734
406,23,15,1.9512951374053955,5.0,75.0,53.499996185302734
407,23,16,1.9512988328933716,5.0,80.0,56.999996185302734
408,24,0,1.7865989208221436,0.0,0.0,0.0
409,24,1,1.6101202964782715,5.0,5.0,4.5
410,24,2,1.8460447788238525,5.0,10.0,7.999999523162842
411,24,3,1.8521332740783691,5.0,15.0,11.499999046325684
412,24,4,1.934763789176941,5.0,20.0,14.999999046325684
413,24,5,1.952758550643921,5.0,25.0,18.499998092651367
414,24,6,1.9483788013458252,5.0,30.0,21.999998092651367
415,24,7,1.9500582218170166,5.0,35.0,25.499998092651367
416,24,8,1.950575590133667,5.0,40.0,28.999998092651367
417,24,9,1.9476206302642822,5.0,45.0,32.499996185302734
418,24,10,1.940767526626587,5.0,50.0,35.999996185302734
419,24,11,1.9399337768554688,5.0,55.0,39.499996185302734
420,24,12,1.9469776153564453,5.0,60.0,42.999996185302734
421,24,13,1.942286729812622,5.0,65.0,46.499996185302734
422,24,14,1.9415098428726196,5.0,70.0,49.999996185302734
423,24,15,1.9414353370666504,5.0,75.0,53.499996185302734
424,24,16,1.9460301399230957,5.0,80.0,56.999996185302734
425,25,0,0.9364755749702454,0.0,0.0,0.0
426,25,1,1.0038539171218872,5.0,5.0,4.5
427,25,2,1.8715546131134033,5.0,10.0,7.999999523162842
428,25,3,1.8558788299560547,5.0,15.0,11.499999046325684
429,25,4,1.8460015058517456,5.0,20.0,14.999999046325684
430,25,5,1.8774147033691406,5.0,25.0,18.499998092651367
431,25,6,1.9127368927001953,5.0,30.0,21.999998092651367
432,25,7,1.9514456987380981,5.0,35.0,25.499998092651367
433,25,8,1.9486570358276367,5.0,40.0,28.999998092651367
434,25,9,1.952894926071167,5.0,45.0,32.499996185302734
435,25,10,1.9536460638046265,5.0,50.0,35.999996185302734
436,25,11,1.9532139301300049,5.0,55.0,39.499996185302734
437,25,12,1.951124668121338,5.0,60.0,42.999996185302734
438,25,13,1.9529576301574707,5.0,65.0,46.499996185302734
439,25,14,1.8452311754226685,5.0,70.0,49.999996185302734
440,25,15,1.953263521194458,5.0,75.0,53.499996185302734
441,25,16,1.9520436525344849,5.0,80.0,56.999996185302734
442,26,0,0.8675174117088318,0.0,0.0,0.0
443,26,1,0.9039299488067627,5.0,5.0,4.5
444,26,2,1.0452133417129517,5.0,10.0,7.999999523162842
445,26,3,1.7626757621765137,5.0,15.0,11.499999046325684
446,26,4,1.8707821369171143,5.0,20.0,14.999999046325684
447,26,5,1.8838993310928345,5.0,25.0,18.499998092651367
448,26,6,1.9315071105957031,5.0,30.0,21.999998092651367
449,26,7,1.954615592956543,5.0,35.0,25.499998092651367
450,26,8,1.9549992084503174,5.0,40.0,28.999998092651367
451,26,9,1.9544880390167236,5.0,45.0,32.499996185302734
452,26,10,1.95497727394104,5.0,50.0,35.999996185302734
453,26,11,1.95498526096344,5.0,55.0,39.499996185302734
454,26,12,1.953128457069397,5.0,60.0,42.999996185302734
455,26,13,1.9525461196899414,5.0,65.0,46.499996185302734
456,26,14,1.9493327140808105,5.0,70.0,49.999996185302734
457,26,15,1.9509038925170898,5.0,75.0,53.499996185302734
458,26,16,1.9485962390899658,5.0,80.0,56.999996185302734
